BusinessID,premium_charged,ClaimAmount,awarded
00003A17,25364.62,0.0,0
00003A35,30075.18,6165.141234,0
0006A149,9047.93,0.0,1
0000A221,6638.51,0.0,0
0001A225,6772.38,0.0,0
0006A238,15102.04,0.0,0
0005A383,7364.29,23379.369722,0
0005A594,14651.27,0.0,0
0005A842,5486.4,0.0,0
0004A920,10323.48,0.0,0
0004A922,6548.48,0.0,0
0002A923,17932.45,501178.1824,0
001A1037,25399.14,0.0,0
007A1121,6337.46,0.0,0
006A1175,5296.14,13240.93048,0
006A1236,6302.71,0.0,1
005A1491,30712.8,29557.26528,0
004A1558,29218.3,0.0,0
006A1667,11785.51,0.0,0
004A1728,11532.56,0.0,0
003A2016,5763.72,0.0,0
004A2103,27366.23,0.0,0
001A2285,11945.02,0.0,0
004A2306,12640.79,0.0,0
003A2352,6227.43,0.0,0
008A2402,14000.14,0.0,0
005A2531,5395.85,0.0,0
002A2838,6627.61,52804.1727,0
007A2846,15989.87,0.0,0
004A3071,11396.04,0.0,0
006A3101,9781.91,0.0,0
003A3255,17217.04,0.0,0
007A3266,7284.03,0.0,0
008A3268,6158.37,0.0,0
003A3327,17908.02,0.0,0
005A3329,8471.78,0.0,0
005A3332,5408.54,0.0,0
006A3371,27975.64,0.0,0
007A3429,910110.6,0.0,0
002A3457,21363.26,0.0,0
007A3633,5220.28,0.0,0
001A3951,10260.43,0.0,0
005A4027,5436.76,0.0,0
008A4028,5840.97,0.0,0
005A4123,6346.21,0.0,0
000A4136,7465.54,0.0,0
005A4164,7382.36,140520.9221,0
003A4223,15528.03,0.0,0
005A4241,8553.25,0.0,0
004A4353,9829.41,0.0,0
002A4379,6020.93,0.0,0
004A4389,37472.74,0.0,0
002A4434,364819.8,0.0,0
007A4437,33376.5,0.0,0
007A4742,7413.2,0.0,0
004A4821,7717.81,0.0,0
003A4928,6876.6,0.0,0
008A4944,26478.02,0.0,0
007A5076,5721.64,0.0,1
001A5197,11412.68,0.0,1
006A5235,18376.51,0.0,0
002A5398,16175.05,0.0,0
003A5675,6211.06,0.0,0
003A5676,9181.04,0.0,0
003A5736,5559.52,0.0,0
002A5901,10096.62,0.0,0
005A5953,13675.08,0.0,0
005A5970,8122.4,0.0,0
006A6056,8764.31,0.0,0
008A6209,11921.48,0.0,0
003A6333,16211.4,0.0,0
006A6492,6105.41,0.0,0
008A6587,5468.91,0.0,0
004A6708,7535.64,0.0,0
007A7016,5507.15,91086.63142,0
001A7093,8970.6,0.0,0
001A7266,14623.5,47274.48982,0
003A7273,8291.72,0.0,0
002A7322,33370.64,0.0,0
002A7324,10413.29,9653.946756,0
001A7334,17094.9,12825.03427,0
007A7348,13091.37,0.0,0
002A7387,12399.42,0.0,0
003A7556,11642.6,0.0,0
004A7570,11563.3,0.0,0
008A7589,8861.2,0.0,0
004A7594,8663.01,39148.45182,0
003A7799,13412.69,0.0,0
007A7844,8875.55,0.0,0
007A7962,7620.27,0.0,1
002A8043,6144.03,0.0,0
006A8068,13423.09,0.0,0
009A8081,8216.23,0.0,0
002A8580,511459.25,0.0,0
005A8592,10468.8,0.0,0
009A8626,6288.07,0.0,0
008A8641,17120.87,32430.75073,0
001A8662,17026.9,51676.45511,0
006A8740,5618.83,0.0,0
002A8812,42317.4,154100.9597,0
003A8888,26124.76,0.0,0
002A8920,6393.61,0.0,0
001A8934,5407.68,0.0,1
008A8998,27977.95,0.0,0
007A9002,5658.52,66832.92134,0
004A9083,6808.36,0.0,0
008A9139,7746.36,0.0,0
001A9181,19983.68,0.0,0
006A9182,14015.42,0.0,0
005A9727,9904.4,0.0,0
009A9836,5479374.5,0.0,0
003A9864,7888.26,47205.02729,0
03A10031,9572.91,19608.56956,0
02A10059,13989.13,0.0,0
01A10137,10302.53,0.0,0
08A10268,10418.18,0.0,0
07A10341,6087.85,0.0,0
03A10397,41318.0,0.0,0
05A10446,5607.88,0.0,0
07A10697,42134.53,0.0,0
07A10735,17466.56,0.0,0
02A10776,10876.41,0.0,0
07A10824,5613.28,0.0,1
06A10865,11069.74,0.0,0
08A10899,15497.47,0.0,0
03A10934,23486.5,0.0,0
08A10940,6771.51,0.0,0
08A11036,6460.12,0.0,1
03A11139,6788.37,0.0,0
06A11177,10199.51,0.0,0
02A11252,35908.47,0.0,0
02A11452,16004.65,0.0,0
07A11483,18128.22,0.0,0
03A11515,12981.29,0.0,0
06A11587,7760.89,0.0,0
03A11685,16980.64,25445.29259,0
04A11823,7318.18,0.0,0
04A11889,8304.8,0.0,0
03A11938,13750.44,8702.626358,0
07A11939,6585.1,0.0,0
02A11959,6560.85,0.0,0
06A12218,20859.21,0.0,0
06A12311,6762.37,14156.61696,1
02A12325,6048.99,0.0,0
03A12396,13526.45,22304.26161,0
06A12467,10264.33,0.0,0
07A12480,14296.3,0.0,0
02A12507,14453.79,0.0,0
02A12537,32438.46,0.0,0
02A12546,8281.61,0.0,0
04A12550,7683.25,0.0,0
01A12624,17016.76,0.0,0
04A12655,9917.32,0.0,0
02A12687,5045.94,0.0,0
02A12709,5195.74,0.0,0
06A13011,76817.12,0.0,0
07A13082,55414.79,0.0,0
03A13228,5606.0,0.0,0
01A13259,9772.47,0.0,0
08A13261,8376.76,147608.8717,0
04A13642,5899.24,0.0,0
01A13716,73334.48,0.0,0
06A13900,14789.94,0.0,0
01A14037,11197.58,0.0,0
08A14080,9869.83,0.0,0
07A14098,6134.44,0.0,0
09A14140,20610.49,0.0,0
03A14174,25726.24,0.0,0
02A14210,43835.0,20929.98406,0
04A14341,7555.2,0.0,0
00A14397,31761.7,0.0,0
05A14649,6789.84,0.0,0
06A14730,13233.8,0.0,0
02A14778,9290.12,0.0,0
06A15122,11486.26,0.0,0
07A15206,12825.29,0.0,0
03A15214,12393.02,0.0,0
05A15357,6826.21,0.0,0
03A15534,17180.33,0.0,0
05A15659,10665.88,0.0,0
02A15664,8662.24,0.0,0
04A15860,12017.56,0.0,0
08A15866,5042.27,0.0,0
01A15909,7890.06,0.0,0
02A15912,8579.05,0.0,0
07A15917,12264.04,45843.87202,0
06A15931,6699.85,0.0,0
04A16072,9831.73,42462.1004,0
04A16302,14915.71,0.0,0
04A16412,5176.88,0.0,0
08A16541,6924.14,0.0,0
05A16637,23171.57,15575.71273,0
01A16658,5491.81,0.0,0
05A16679,16363.12,0.0,0
01A16876,5719.87,0.0,0
01A16924,6163.14,0.0,0
01A17277,11474.58,0.0,0
00A17407,5484.47,0.0,0
05A17534,7748.46,0.0,0
03A17574,7311.59,0.0,0
02A17581,6029.99,0.0,0
07A17629,52355.38,0.0,1
06A17660,45721.92,0.0,0
08A17685,10645.62,0.0,0
02A17689,30235.0,0.0,0
08A17778,8886.4,0.0,0
08A17939,10154.46,0.0,0
06A17952,12041.63,0.0,0
07A17954,12063.98,0.0,0
08A18072,9065.88,18508.02074,0
02A18074,20058.61,0.0,0
03A18235,23550.56,16519.49278,0
04A18405,11388.96,0.0,0
08A18555,16312.7,19087.847978,0
08A18582,6755.29,0.0,0
01A18609,34298.47,0.0,0
03A18659,5858.41,0.0,0
01A18688,8091.42,0.0,0
03A18829,5663.54,0.0,0
01A18899,10592.01,18483.25203,0
06A18914,8169.47,0.0,0
06A18940,6901.8,0.0,0
08A19129,12261.63,0.0,0
05A19151,12952.11,0.0,0
02A19184,35985.77,0.0,0
04A19417,11027.44,0.0,0
05A19421,14696.4,0.0,0
04A19458,6299.22,0.0,1
08A19466,5183.99,104432.546,0
08A19602,173551.08,0.0,0
02A19763,7923.56,0.0,0
08A19768,9973.04,0.0,0
05A19815,9407.31,0.0,0
06A19839,21318.62,0.0,0
04A19864,1231524.9,0.0,0
03A19946,1065801.8,0.0,0
04A20059,13309.63,0.0,0
01A20072,10764.08,0.0,0
06A20271,10985.0,0.0,0
06A20296,11186.93,0.0,0
03A20351,5627.4,0.0,0
03A20389,12571.66,0.0,0
05A20424,29286.02,0.0,0
05A20622,18634.09,0.0,0
06A20627,16740.13,0.0,0
01A20865,6080.07,0.0,0
04A20962,29678.18,9179.744771,0
04A21430,9944.0,0.0,0
04A21473,9271.57,0.0,0
08A21570,15046.45,0.0,0
03A21580,6655.76,0.0,0
02A21770,25327.34,0.0,0
01A21981,5422.43,0.0,0
06A22171,20119.98,0.0,0
08A22357,7128.7,0.0,0
02A22471,8546.33,10084.01346,1
05A22485,6704.34,0.0,0
05A22617,10354.41,0.0,0
07A22629,16092.19,0.0,0
07A22803,5500.91,0.0,0
07A22809,86118.1,0.0,0
07A22880,6145.89,0.0,0
07A22924,10168.77,0.0,0
05A23016,5888.0,0.0,0
03A23140,19194.16,12488.72197,0
01A23174,31917.76,10399.13417,0
04A23220,5401.68,0.0,0
06A23304,6568.32,0.0,0
04A23409,5946.68,0.0,0
04A23507,28828.27,0.0,0
04A23539,11576.4,0.0,0
06A23580,15328.11,0.0,0
06A23591,5576.4,0.0,0
08A23881,31305.32,0.0,0
07A23934,20914.14,0.0,0
06A24004,5544.56,0.0,0
08A24043,30581.41,0.0,0
06A24068,6588.95,0.0,0
01A24186,19061.47,0.0,0
03A24188,7590.25,0.0,0
07A24340,16545.2,0.0,0
06A24356,17115.26,0.0,0
03A24438,44306.58,0.0,0
05A24507,6012.26,0.0,0
08A24900,14781.44,0.0,0
00A24980,12294.44,22633.72326,1
04A25176,5862.78,0.0,0
04A25191,8447.99,0.0,0
03A25194,10926.94,9027.025737,0
05A25374,10990.9,0.0,0
06A25405,13167.82,0.0,0
05A25424,35877.26,16662.30538,0
01A25558,5718.65,0.0,0
02A25700,19272.39,0.0,0
07A25804,32668.44,0.0,0
05A26031,23657.82,0.0,0
07A26058,10358.76,0.0,0
05A26298,7272.37,0.0,0
03A26442,35582.76,0.0,0
03A26539,7004.35,0.0,0
04A26542,39890.84,0.0,0
02A26709,5721.03,0.0,0
01A26829,13101.43,0.0,0
07A27129,5822.48,0.0,0
07A27182,11393.58,0.0,0
09A27282,28206.27,0.0,0
01A27339,16535.3,0.0,0
06A27383,23305.11,0.0,0
05A27517,48259.33,0.0,0
04A27708,42632.54,0.0,0
06A27732,11965.59,0.0,0
05A27823,8741.99,17374.3221,0
00A27910,6426.03,0.0,0
07A27937,5425.08,0.0,0
03A27971,5012.23,0.0,0
02A28032,27867.32,0.0,0
01A28171,9924.02,0.0,0
04A28218,5348.73,0.0,0
06A28238,5139.3,0.0,0
08A28323,9879.39,0.0,0
01A28529,865748.75,0.0,0
07A28681,9463.01,0.0,0
03A28715,23399.27,0.0,0
02A28805,6010.31,0.0,0
05A28870,8081.47,64370.27539,0
06A28966,7781.1,0.0,0
04A29119,9533.21,0.0,0
06A29131,15797.07,0.0,0
06A29142,58319.79,0.0,0
05A29203,6795.32,46575.28931,0
06A29238,13414.18,0.0,0
09A29537,28915.89,0.0,0
06A29743,64938.7,19377.81649,0
03A29778,6985.12,0.0,0
07A29834,5806.53,0.0,0
03A29945,11379.18,0.0,0
02A29957,35899.92,0.0,0
04A30340,9379.97,0.0,0
05A30415,7739.57,0.0,0
04A30444,7426.85,0.0,0
07A30458,199259.72,0.0,0
02A30929,5260.38,63241.77022,0
07A30966,9067.97,0.0,0
08A31035,11155.47,14708.27088,0
04A31271,7823.89,0.0,0
08A31304,5507.8,163889.4451,0
08A31405,28427.4,0.0,0
05A31417,5119.85,0.0,0
03A31492,8839.41,0.0,0
01A31502,7137.44,0.0,0
07A31529,383403.72,0.0,0
02A31736,12384.78,0.0,0
08A31753,13388.22,0.0,0
03A31904,9090.92,0.0,0
06A31917,9164.64,0.0,0
03A31939,10130.45,0.0,0
06A31986,15196.86,0.0,0
06A32035,5000.79,0.0,0
08A32265,6532.59,0.0,0
06A32312,23031.62,0.0,0
03A32346,18931.68,0.0,0
01A32485,12658.7,0.0,0
01A32581,44786.38,0.0,0
04A32609,1763282.5,0.0,0
04A32625,5341.55,0.0,0
01A32855,5741.07,0.0,0
04A33196,5745.01,20442.04044,1
08A33254,18926.3,46933.45418,0
01A33273,13263.65,0.0,0
04A33292,13116.43,529021.0452,0
09A33447,5234.23,0.0,0
06A33501,50452.19,0.0,0
06A33506,28841.8,0.0,0
08A33549,7602.22,0.0,1
02A33596,6244.38,0.0,0
02A33634,7912.55,0.0,0
08A33735,10025.33,0.0,0
01A33771,5027.4,0.0,0
03A33776,8220.35,0.0,0
03A33842,6041.14,0.0,0
08A33844,13250.51,0.0,0
08A34050,16165.66,0.0,0
08A34064,16612.69,89080.98015,0
01A34079,5116.43,0.0,0
09A34101,17123.83,0.0,0
08A34106,17239.22,0.0,0
08A34342,13931.79,36693.67992,0
02A34487,17104.41,0.0,0
01A34516,6114.81,0.0,0
04A34562,10076.62,296849.4009,0
01A34639,9552.41,0.0,0
05A34697,22096.23,0.0,0
03A34723,6013.11,561489.9292,0
01A34725,20995.69,0.0,0
04A34729,16850.47,0.0,0
06A34755,11809.38,0.0,0
08A34768,19722.89,0.0,0
07A35210,5942.18,0.0,0
08A35250,5220.38,0.0,0
06A35274,7414.1,0.0,0
03A35308,12345.31,0.0,0
04A35454,12018.42,0.0,0
00A35569,22062.79,0.0,0
03A35875,5758.76,0.0,0
09A35923,6863.94,0.0,0
03A35927,21249.27,108776.7996,0
05A36177,7877.15,0.0,0
07A36298,21608.96,0.0,0
08A36302,9179.8,0.0,0
03A36434,7403.26,0.0,0
01A36546,18771.28,0.0,0
01A36706,7013.74,0.0,0
01A36733,15036.17,0.0,0
03A36861,4656289.0,257759.4593,0
02A37067,5420.63,0.0,0
04A37293,66279.53,0.0,0
05A37389,5089.28,0.0,0
04A37440,13783.4,0.0,0
03A37543,12437.02,0.0,0
03A37716,7914.28,0.0,0
07A38075,32555.12,35932.65017,0
03A38111,13687.24,0.0,0
00A38122,18599.96,0.0,0
04A38152,10778.78,0.0,0
06A38165,6620.97,0.0,0
01A38314,19964.86,0.0,0
03A38551,5022.32,0.0,0
01A38563,23911.12,0.0,0
04A38740,5340.95,0.0,0
07A38776,5470.73,0.0,1
01A38805,9287.99,0.0,0
03A38856,5831.59,0.0,0
06A39108,7962.81,0.0,0
06A39115,17678.65,7852.917304,0
08A39207,7210.36,0.0,0
08A39318,6758.12,0.0,0
01A39354,6710.48,0.0,0
08A39465,7225.05,0.0,0
07A39491,6910.66,0.0,0
01A39626,5605.37,0.0,0
07A39663,30737.11,64848.44835,0
07A39698,5528.59,30218.41394,0
08A39707,1148912.1,0.0,0
02A39719,1473226.2,0.0,0
08A39877,7189.22,0.0,0
02A39900,9343.36,0.0,0
08A40149,10203.62,0.0,0
03A40153,20270.96,0.0,0
03A40323,17880.81,0.0,0
04A40422,5989.22,0.0,0
04A40474,10613.77,0.0,0
08A40869,22044.5,0.0,0
01A40887,5566.79,0.0,0
04A40996,13637.16,0.0,0
04A41129,26825.49,0.0,0
06A41145,6897.45,0.0,0
06A41164,10019.75,0.0,0
04A41167,5528.72,0.0,0
03A41289,8536.64,0.0,0
06A41446,5525.14,31928.95662,0
07A41461,15890.49,31255.81929,0
02A41488,13330.5,0.0,0
04A41633,35425.84,0.0,0
05A41732,12077.19,0.0,0
08A41765,14290.35,0.0,0
05A41811,95352.3,0.0,1
04A41839,5357.4,0.0,0
04A41919,15642.29,0.0,0
03A41976,18292.15,0.0,0
05A41989,9419.12,0.0,0
05A42123,12331.57,0.0,0
04A42409,1012927.75,0.0,0
07A42768,7672.74,0.0,0
01A42841,7815.02,0.0,0
06A42844,9473.02,0.0,0
02A43141,11210.59,0.0,0
04A43178,7203.19,0.0,0
04A43226,7547.42,0.0,0
08A43285,5773.05,0.0,0
03A43339,26719.11,0.0,0
05A43429,13952.11,0.0,0
02A43467,19255.18,0.0,0
05A43491,6516.77,0.0,0
09A43564,11835.28,0.0,0
01A43668,15852.76,0.0,0
03A43907,7954.76,0.0,0
08A43910,7886.02,56697.449913,0
04A43960,7248.89,0.0,0
02A44047,6401.07,17270.16692,0
08A44187,5835.88,0.0,0
03A44413,22548.62,0.0,0
07A44426,15683.22,0.0,0
08A44490,6740.52,0.0,0
03A44684,11004.43,0.0,0
05A44876,5660.23,0.0,0
05A44881,6404.8,0.0,0
04A45156,6539.73,0.0,0
08A45171,37867.94,84665.82431,0
05A45519,5716.83,0.0,0
05A45638,28221.71,0.0,0
03A45673,6574.5,0.0,0
06A45782,23554.77,0.0,0
04A45847,8505.24,0.0,0
05A45860,5540.24,0.0,0
01A45889,27979.25,0.0,0
00A46019,10921.72,0.0,0
07A46038,25423.01,0.0,0
01A46086,6207.87,0.0,0
05A46091,7919.14,0.0,0
05A46120,13101.23,0.0,0
06A46218,6094.0,0.0,0
04A46241,8686.26,0.0,0
08A46333,5619.38,0.0,0
05A46561,5715.92,0.0,0
00A46568,5001.27,0.0,0
03A46579,114198.95,0.0,0
09A46771,28398.94,0.0,0
05A46802,8678.77,0.0,0
04A46944,10980.21,0.0,0
07A46953,28785.26,0.0,0
07A47077,18039.35,0.0,0
02A47177,14327.87,0.0,0
07A47290,5201.26,0.0,0
03A47346,47046.82,0.0,0
01A47358,10290.61,20463.24451,0
06A47638,6342.8,0.0,0
08A47652,13071.46,0.0,0
03A47675,7805.56,0.0,0
02A47875,10465.76,0.0,0
08A47964,6194.0,0.0,0
08A48098,14923.28,20509.011,0
02A48434,10223.45,35284.12992,0
08A48511,8045.87,0.0,0
05A48516,8011.29,0.0,0
00A48573,5450.34,0.0,0
01A48758,6836.05,0.0,0
06A48772,18611.51,0.0,0
06A48858,6424.05,0.0,0
04A49031,7483.77,0.0,0
01A49096,6607.37,0.0,0
04A49108,5010.54,0.0,0
04A49183,15826.68,23981.22916,0
08A49240,21651.45,0.0,0
03A49273,5577.83,0.0,0
06A49321,38486.67,0.0,0
03A49537,5664.85,0.0,0
07A49603,12721.94,0.0,0
07A49713,10811.63,0.0,0
00A49724,17186.04,0.0,0
05A49894,6244.22,0.0,0
07A50055,27326.8,0.0,0
01A50074,7802.27,0.0,0
02A50137,5579.68,0.0,0
02A50288,10327.57,0.0,0
01A50449,12423.0,15155.16854,0
01A50528,9014.54,0.0,0
02A50598,53821.66,0.0,0
02A50616,17191.03,0.0,0
06A50739,17937.37,0.0,0
02A50752,23100.82,0.0,0
05A50969,11692.98,0.0,0
00A51353,7138.12,0.0,0
06A51371,34217.61,0.0,0
06A51492,7242.47,0.0,0
01A51654,7776.13,0.0,0
01A51666,5857.66,0.0,0
03A51670,24990.03,0.0,0
01A51767,7583.95,0.0,0
02A51811,12405.82,0.0,0
01A51824,12123.23,0.0,0
02A52002,10236.53,0.0,0
05A52132,6149.23,106129.716,1
02A52208,6357.73,0.0,0
07A52233,10063.3,0.0,0
06A52285,23529.38,0.0,0
06A52325,6405.38,0.0,0
04A52357,134345.33,0.0,0
08A52437,11247.36,0.0,0
06A52653,5284.92,234715.5389,0
03A52706,6722.17,0.0,0
06A52835,15035.55,0.0,0
01A53128,5640.76,0.0,0
05A53495,36590.35,0.0,0
04A53671,13515.82,0.0,0
06A53679,9381.21,0.0,0
05A53875,9484.24,0.0,0
05A53899,5689.83,0.0,0
02A53974,21543.3,0.0,0
06A53981,46113.02,0.0,0
07A54097,14992.18,0.0,0
06A54179,5499.56,0.0,0
04A54411,7537.31,0.0,0
05A54499,26250.74,0.0,0
06A54500,12053.64,0.0,0
02A54513,28761.05,0.0,0
04A54538,19804.26,44099.48357,0
06A54639,9041.68,0.0,0
01A54703,6227.76,0.0,0
07A54859,16524.83,0.0,0
01A54884,10605.93,0.0,0
07A54933,7873.18,0.0,0
02A55285,13627.84,0.0,0
02A55371,1860359.9,21024.54249,0
06A55379,7032.89,0.0,0
05A55439,5937.77,0.0,0
01A55798,17057.86,0.0,0
08A55823,6518.94,0.0,0
01A55947,9034.15,0.0,0
04A55948,26423.17,0.0,0
05A56041,20607.94,0.0,0
02A56091,11269.96,0.0,0
03A56313,8333.12,0.0,0
03A56319,49528.35,0.0,0
05A56403,6045.67,0.0,0
05A56405,5360.05,0.0,1
04A56436,6597.07,0.0,0
07A56521,23227.42,0.0,0
02A56648,9736.31,0.0,0
05A56713,10908.61,0.0,0
07A56889,17191.19,0.0,0
04A57075,5070.67,0.0,0
09A57188,36003.71,0.0,0
02A57235,12165.84,0.0,0
06A57279,5321.33,0.0,0
03A57355,6747.73,0.0,0
08A57374,13367.2,0.0,0
04A57496,784018.25,0.0,0
01A57620,28956.83,0.0,0
01A57651,7465.03,0.0,0
05A57660,10580.79,0.0,0
08A57673,30629.74,0.0,0
02A57705,6042.78,0.0,0
06A57724,7768.94,0.0,0
06A57819,21317.7,0.0,0
01A57837,9822.67,0.0,0
09A57936,22575.66,0.0,0
07A58041,15812.82,0.0,0
02A58044,16087.72,110237.8224,0
03A58112,7542.78,0.0,0
02A58134,2111096.2,0.0,0
05A58305,19774.52,0.0,0
05A58310,20122.58,13653.77715,0
02A58359,10722.7,0.0,0
03A58586,10352.58,0.0,0
02A58680,6858.76,0.0,0
08A58697,6474.48,0.0,0
07A58763,8459.24,0.0,0
05A58912,5490.64,207063.2107,0
01A59130,5611.8,0.0,0
01A59189,5945.73,0.0,0
07A59330,11658.62,34339.17694,0
03A59357,8661.59,0.0,0
06A59405,12623.27,0.0,0
08A59416,7974.0,0.0,0
03A59612,21547.93,0.0,0
00A59613,5983.91,0.0,0
03A59621,16696.78,0.0,0
05A59784,5772.32,17568.13827,0
02A59949,5140.54,0.0,0
01A59969,8654.56,0.0,0
03A60139,6166.1,0.0,0
06A60282,7576.05,0.0,0
03A60316,9892.78,0.0,0
08A60437,6894.85,0.0,0
02A60504,24680.76,0.0,0
08A60611,26320.93,0.0,0
01A60702,7138742.5,0.0,0
07A60740,7182.74,0.0,0
01A60747,28002.6,0.0,0
09A60854,7619.1,0.0,0
05A60932,5987.27,0.0,0
04A60936,17272.91,0.0,0
03A61032,10337.02,0.0,0
08A61105,5042.95,0.0,0
02A61204,6442.52,10929.0295,0
04A61468,11317.0,0.0,0
01A61493,18609.18,0.0,0
01A61530,13581.48,0.0,0
08A61586,7724.44,18832.37239,0
